Name,L-lungDSC,L-lung-1mm,R-lungDSC,R-lung-1mm,LesionDSC,LesionNSD-3mm
coronacases_001.nii.gz,0.0048734694350600054,0.054120501239308234,0.00488488480148907,0.060658807714060715,0.0,0.0
